Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2004-0436-AFG,2004,436,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Paktya province,,,,,,,,5,Richter,33.426,69.524,,,2004,7,18,2004,7,18,2,40,,1000,1040,,,,73.88141244,1,296,,Paktya (Adm1).
2004-0362-AFG,2004,362,,Technological,Technological,Industrial accident,Collapse,,Hospital Jamhuriat,Afghanistan,AFG,Southern Asia,Asia,Kaboul,,,,,No,No,,,m3,,,,,2004,7,26,2004,7,26,22,18,,,18,,,,73.88141244,,,,
2005-0162-AFG,2005,162,,Technological,Technological,Miscellaneous accident,Collapse,,Barrage,Afghanistan,AFG,Southern Asia,Asia,Ghazni province,,,,,No,No,,,,,,,,2005,3,29,2005,3,29,6,,,1000,1000,,,,76.38802721,,,,
2003-0452-BGD,2003,452,,Natural,Geophysical,Earthquake,Ground movement,,,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Cox's Bazar, Rangamati districts (Chittagong province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,22.854,92.306,5:18,,2003,7,26,2003,7,26,2,25,2500,,2525,,,,71.95500655,2,,5770;5772;5777,"Chittagong, Cox's Bazar, Rangamati (Adm2)."
2003-0348-CHN,2003,348,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,25.975,101.29,23:16,,2003,7,21,2003,7,21,16,584,1250000,45000,1295584,,,75000,71.95500655,2,,13307,Chuxiong Yi (Adm2).
2003-0183-CHN,2003,183,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Huaitoutalazhen village (Delingha Shi area, Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,,,,,,6,Richter,37.529,96.476,,,2003,4,17,2003,4,17,,,3300,,3300,,,,71.95500655,2,,13214,Haixi Mongol and Tibetan (Adm2).
2003-0209-CHN,2003,209,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Bachu Xian, Jiashi Xian areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,39.43,77.219,23:44,,2003,5,4,2003,5,4,1,3,,8000,8003,,,,71.95500655,2,,13289,Kashgar (Adm2).
2003-0402-CHN,2003,402,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Lindong village (Balin-Zuo Qi area, Chifeng district, Nei Mongol Zizhiqu province), Tianshanzhen village (Aluke'erqin Qi area, Chifeng district, Nei Mongol Zizhiqu province)",,,,,,,,5,Richter,43.77,119.643,18:58,,2003,8,16,2003,8,16,4,1000,415000,39500,455500,,,167000,71.95500655,2,,13194,Chifeng (Adm2).
2003-0509-CHN,2003,509,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",,,,,,,,6,Richter,25.954,101.254,20:28,,2003,10,16,2003,10,16,3,56,60000,,60056,,,60000,71.95500655,2,,13307,Chuxiong Yi (Adm2).
2003-0519-CHN,2003,519,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Minle Xian, Shandan Xian, Sunan Yugu Zizhixian areas (Zhangye district, Gansu Sheng province)",,,,,,,,6,Richter,38.383,100.975,20:41,,2003,10,25,2003,10,25,9,43,50000,225000,275043,,,40000,71.95500655,2,,13020,Zhangye (Adm2).
2003-0546-CHN,2003,546,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Min Xian area (Dingxi district, Gansu Sheng province), Lintan Xian, Zhuoni Xian areas (Gannan Tibetan district, Gansu Sheng province),",,,,,,,,5,Richter,34.712,103.834,,,2003,11,13,2003,11,13,1,126,18243,5000,23369,,,,71.95500655,2,,13022;13027,"Dingxi, Gannan Tibetan (Adm2)."
2003-0547-CHN,2003,547,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,,,,,,6,Richter,27.372,103.971,2:49,,2003,11,14,2003,11,14,4,65,490000,3000,493065,,,,71.95500655,2,,13306,Zhaotong (Adm2).
2003-0582-CHN,2003,582,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Zhaosu Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,42.905,80.515,9:38,,2003,12,1,2003,12,1,11,73,3510,2435,6018,,,1933,71.95500655,2,,13292,Ili Kazakh (Adm2).
2003-0596-CHN,2003,596,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,,,,,,5,Richter,27.283,103.753,,,2003,11,26,2003,11,26,,4,10000,,10004,,,,71.95500655,2,,13306,Zhaotong (Adm2).
2003-0353-CHN,2003,353,,Technological,Technological,Miscellaneous accident,Collapse,,Building,China,CHN,Eastern Asia,Asia,Beian (Heilongjiang province),,,,,No,No,,,,,,,,2003,7,24,2003,7,24,16,,,,,,,,71.95500655,,,,
2003-0254-IDN,2003,254,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Morotai island (Halmahera Utara district, Malaku Utara province)",,,,,,,,7,Richter,2.354,128.855,4:23,,2003,5,27,2003,5,27,1,7,100,140,247,,,,71.95500655,2,,73681,Halmahera Utara (Adm2).
2003-0414-IDN,2003,414,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Wasile area (Halmahera Tengah district, Maluku Utara province)",,,,,,,,6,Richter,1.142,128.152,,,2003,8,11,2003,8,11,,,500,,500,,,,71.95500655,2,,73679,Halmahera Tengah (Adm2).
2003-0252-IND,2003,252,,Technological,Technological,Miscellaneous accident,Collapse,,,India,IND,Southern Asia,Asia,Dhubri district,,,,,No,No,,,,,,,,2003,5,26,2003,5,26,12,20,,,20,,,,71.95500655,,,,
2003-0425-IND,2003,425,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Daman,,,,,No,No,,,,,,,,2003,8,28,2003,8,28,25,20,,,20,,,,71.95500655,,,,
2003-0506-IND,2003,506,,Technological,Technological,Industrial accident,Collapse,,Coal mine,India,IND,Southern Asia,Asia,Near Godavarikhani (Karaimnagar district),,,,,No,No,,,m3,,,,,2003,10,16,2003,10,16,12,2,,,2,,,,71.95500655,,,,
2004-0040-IDN,2004,40,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Nabire district (Papua province),,Fire,,Yes,,,211,7,Richter,-3.615,135.538,6:05,,2004,2,5,2004,2,5,37,682,13390,,14072,,41,1000,73.88141244,2,,73808,Nabire (Adm2).
2004-0607-IDN,2004,607,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Nabire district (Papua province),,Fire,,,Yes,,670,7,Richter,-3.609,135.404,11:25,,2004,11,26,2004,11,26,32,213,12620,,12833,,,55000,73.88141244,2,,73808,Nabire (Adm2).
2004-0562-IDN,2004,562,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Alor district (Nusatenggara Timur province),,"Slide (land, mud, snow, rock)",,Yes,Yes,,1614,8,Richter,-8.152,124.868,5:26,,2004,11,11,2004,11,11,33,311,83070,,83381,,,,73.88141244,2,,18149,Alor (Adm2).
2004-0296-BGD,2004,296,,Technological,Technological,Miscellaneous accident,Collapse,,Apartment building,Bangladesh,BGD,Southern Asia,Asia,Shakharibazar district (Dhaka),,,,,No,No,,,,,,,,2004,6,9,2004,6,9,21,15,,,15,,,,73.88141244,,,,
2004-0126-CHN,2004,126,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xiwuzhumuqin Qi area (Xilin Gol district, Nei Mongol Zizhiqu province)",,,,,,,,6,Richter,45.382,118.256,,,2004,3,24,2004,3,24,,100,190000,,190100,,,74000,73.88141244,2,,13198,Xilin Gol (Adm2).
2004-0406-CHN,2004,406,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",,,,,,,,5,Richter,27.266,103.873,18:26,,2004,8,10,2004,8,10,4,600,,120000,120600,,,50000,73.88141244,2,,13306,Zhaotong (Adm2).
2004-0522-CHN,2004,522,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Baoshan district (Yunnan Sheng province),,,,,,,,5,Richter,25.073,99.169,,,2004,10,18,2004,10,18,,12,100000,,100012,,,,73.88141244,2,,13313,Baoshan (Adm2).
2004-0571-CHN,2004,571,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Gansu Sheng province,,,,,,,,5,Richter,34.682,103.781,,,2004,9,7,2004,9,7,,19,19000,3000,22019,,,,73.88141244,1,902,,Gansu Sheng (Adm1).
2004-0680-CHN,2004,680,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Delingha area (Haixi Mongol and Tibetan district, Qinghai Sheng province)",,,,,,,,6,Richter,37.506,96.758,,,2004,5,4,2004,5,4,,,,4199,4199,,,,73.88141244,2,,13214,Haixi Mongol and Tibetan (Adm2).
2004-0205-CHN,2004,205,,Technological,Technological,Industrial accident,Collapse,,Scaffolding,China,CHN,Eastern Asia,Asia,Anyang (Henan province),,,,,No,No,,,m3,,,,,2004,5,12,2004,5,12,21,9,,,9,,,,73.88141244,,,,
2004-0503-CHN,2004,503,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,"Tuanjie (Fuyuan county, Yunnan province)",,,,,No,No,,,m3,,,,,2004,9,9,2004,9,9,10,,,,,,,,73.88141244,,,,
2004-0001-IDN,2004,1,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Mataram, Lombok Barat districts (Nusatenggara Barat), Klungkung, Karangasem districts (Bali province)",,,,,,,,6,Richter,-8.31,115.788,,,2004,1,1,2004,1,1,1,40,30000,,30040,,,12000,73.88141244,2,,17974;17975;18145;73736,"Karangasem, Klungkung, Kota Mataram, Lombok Barat (Adm2)."
2004-0088-IDN,2004,88,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Kota Padangpanjang district (Sumatera Barat province),,,,,,,,5,Richter,-0.466,100.655,,,2004,2,16,2004,2,16,5,7,500,,507,,,,73.88141244,2,,18205,Kota Padangpanjang (Adm2).
2004-0382-IND,2004,382,,Technological,Technological,Industrial accident,Collapse,,Tunnel,India,IND,Southern Asia,Asia,Uttaranchal state,,,,,No,No,,,m3,,,,,2004,8,2,2004,8,2,54,9,,,9,,,,73.88141244,,,,
2005-0160-IDN,2005,160,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Simeulue, Aceh Singkil districts (Nangroe Aceh Darussalam province) Nias, Nias Selatan districts (Sumatera Utara province)",,Tsunami/Tidal wave,,Yes,,,3629,9,Richter,2.085,97.108,23:09,,2005,3,28,2005,3,28,915,1146,104167,,105313,,,,76.38802721,2,,73627;73811;73812;73850,"Aceh Singkil, Nias, Nias Selatan, Simeulue (Adm2)."
2005-0194-BGD,2005,194,,Technological,Technological,Industrial accident,Collapse,,Garments factory,Bangladesh,BGD,Southern Asia,Asia,Palash Bari (Near Dacca),,,,,No,No,,,m3,,,,,2005,4,11,2005,4,11,151,,100,,100,,,,76.38802721,,,,
2005-0094-CHN,2005,94,,Technological,Technological,Miscellaneous accident,Collapse,,School,China,CHN,Eastern Asia,Asia,"Huogou (Kecheng, Shanxi province)",Amunitions deport explosion,,,,No,No,,,,,,,,2005,3,2,2005,3,2,20,,,,,,,,76.38802721,,,,
2005-0031-IDN,2005,31,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Kota Palu district (Sulawesi Tengah province),,,,,,,,6,Richter,-1.198,119.933,4:11,,2005,1,23,2005,1,23,1,4,680,,684,,,,76.38802721,2,,73741,Kota Palu (Adm2).
2004-0054-PAK,2004,54,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Bisham Tehsil area (Shangla District district, North-West Frontier province), Batagram District, Mansehra District, Kohistan District districts (North-West Frontier province)",,"Slide (land, mud, snow, rock)",,Yes,,,90,6,Richter,34.774,73.216,15:30,,2004,2,14,2004,2,14,24,63,10765,2320,13148,,,,73.88141244,2,,40331;40340;40344;40348,"Batagram District, Kohistan District, Mansehra District, Shangla District (Adm2)."
2005-0575-AFG,2005,575,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Jalalabad district (Nangarhar province),,,,,,,,8,Richter,34.539,73.588,,,2005,10,8,2005,10,8,1,,,,,,,50,76.38802721,2,,99913,Jalalabad (Adm2).
2005-0686-AFG,2005,686,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Alishang district (Laghman province), Jalalabad district (Nangarhar province), Badakhsan province",,,,,,,,7,Richter,36.357,71.093,2:18,,2005,12,13,2005,12,13,5,1,500,,501,,,,76.38802721,1;2,272,3645;99913,"Badakhshan (Adm1). Alishang, Jalalabad (Adm2)."
2006-0405-AFG,2006,405,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Emamsaheb district (Kunduz province),,,,,,,,6,Richter,37.255,68.828,,,2006,7,29,2006,7,29,1,,740,195,935,,,,78.85225551,2,,3640,Emamsaheb (Adm2).
2005-0575-IND,2005,575,,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,Administrative unit not available districts (Jammu and Kashmir province),,Fire,,Yes,,,,8,Richter,34.539,73.588,,,2005,10,8,2005,10,8,1309,6622,,150000,156622,,,1000000,76.38802721,2,,40410;40414;72789;72802;72810,Administrative unit not available (Adm2).
2005-0651-CHN,2005,651,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Jiujiang district (Jiangxi Sheng province),,,,,,,166,5,Richter,29.671,115.688,8:49,,2005,11,26,2005,11,26,16,8000,607500,,615500,,,,76.38802721,2,,13160,Jiujiang (Adm2).
2005-0740-CHN,2005,740,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Huize area (Qujing district, Yunnan Sheng province)",,,,,,,,5,Richter,26.569,103.036,,,2005,8,5,2005,8,5,,9,18500,,18509,,,,76.38802721,2,,13304,Qujing (Adm2).
2005-0245-CHN,2005,245,,Technological,Technological,Miscellaneous accident,Collapse,,Houses,China,CHN,Eastern Asia,Asia,Qiaonan (Shanxi province),,,,,No,No,,,,,,,,2005,5,9,2005,5,9,24,,16,,16,,,,76.38802721,,,,
2005-0639-CHN,2005,639,,Technological,Technological,Industrial accident,Collapse,,Gypse mine,China,CHN,Eastern Asia,Asia,Hebei province,,,,,No,No,,,m3,,,,,2005,11,6,2005,11,6,37,,3,,3,,,,76.38802721,,,,
2005-0318-IND,2005,318,,Technological,Technological,Industrial accident,Collapse,,,India,IND,Southern Asia,Asia,Hazaribagh district (Jharkhand Pradesh),,,,,No,No,,,m3,,,,,2005,6,15,2005,6,15,14,,,,,,,,76.38802721,,,,
2005-0453-IND,2005,453,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bombay,,,,,No,No,,,,,,,,2005,8,22,2005,8,23,30,,,,,,,,76.38802721,,,,
2006-0475-CHN,2006,475,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Doushazhen village (Yanjin Xian area, Zhaotong district, Yunnan Sheng province)",,"Slide (land, mud, snow, rock)",,,,,,5,Richter,28.012,104.151,,,2006,8,25,2006,8,25,1,31,45520,,45551,,,,78.85225551,2,,13306,Zhaotong (Adm2).
2006-0678-IDN,2006,678,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Muara Sipongi area (Mandailingnatal district, Sumatera Utara province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,0.626,99.859,4:39,,2006,12,17,2006,12,17,8,200,1000,,1200,,,,78.85225551,2,,73787,Mandailingnatal (Adm2).
2006-0122-BGD,2006,122,,Technological,Technological,Miscellaneous accident,Collapse,,Buidling,Bangladesh,BGD,Southern Asia,Asia,Dacca,,,,,No,No,,,,,,,,2006,2,25,2006,2,25,20,47,,,47,,,,78.85225551,,,,
2006-0061-CHN,2006,61,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Mojiang area (Pu'er district, Yunnan Sheng province)",,,,,,,,5,Richter,23.282,101.693,,,2006,1,12,2006,1,12,,1,,68760,68761,,,6900,78.85225551,2,,13310,Pu'er (Adm2).
2006-0397-CHN,2006,397,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yanjin area (Zhaotong district, Yunnan Sheng province)",,,,,,,,5,Richter,27.995,104.138,,,2006,7,22,2006,7,22,22,106,190000,75000,265106,,,,78.85225551,2,,13306,Zhaotong (Adm2).
2006-0464-CHN,2006,464,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Xinsi village (Tongwei Xian area, Dingxi district, Gansu Sheng province), Linjian village (Lintan Xian area, Gannan Tibetan district, Gansu Sheng province), Liping village (Hui Xian area, Longnan district, Gansu Sheng province)",,,,,,,,5,Richter,33.068,104.95,,,2006,6,20,2006,6,20,,5,125,,130,,,,78.85225551,2,,13022;13023;13027,"Dingxi, Gannan Tibetan, Longnan (Adm2)."
2006-0586-CHN,2006,586,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Hubei Sheng province,,,,,,,,5,Richter,31.56,113.21,,,2006,10,27,2006,10,27,,,20000,,20000,,,,78.85225551,1,911,,Hubei Sheng (Adm1).
2006-0620-CHN,2006,620,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Chifeng district (Nei Mongol Zizhiqu province),,,,,,,,5,Richter,43.469,119.558,,,2006,11,3,2006,11,3,,,12000,,12000,,,291,78.85225551,2,,13194,Chifeng (Adm2).
2006-0621-CHN,2006,621,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Bayin city (Gansu province),,,,,No,No,,,m3,,,,,2006,10,31,2006,10,31,20,,,,,,,,78.85225551,,,,
2006-0279-IDN,2006,279,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kulonprogo, Sleman, Kota Yogyakarta, Gunungkidul, Bantul districts (Daerah Istimewa Yogyakarta province), Purworejo, Kota Klaten, Magelang, Klaten, Boyolali districts (Jawa Tengah province)",,,,Yes,,,88051,6,Richter,-7.961,110.446,5:53,,2006,5,26,2006,5,26,5778,137883,2340745,699295,3177923,,40000,3100000,78.85225551,2,,17981;17982;17983;17984;17985;18034;18042;18050;18055;73730,"Bantul, Boyolali, Gunungkidul, Klaten, Kota Klaten, Kota Yogyakarta, Kulonprogo, Magelang, Purworejo, Sleman (Adm2)."
2006-0705-IDN,2006,705,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Bima district (Nusatenggara Barat province),,,,,,,,6,Richter,-8.261,118.753,,,2006,12,1,2006,12,1,1,14,,100,114,,,,78.85225551,2,,73656,Bima (Adm2).
2006-0240-IDN,2006,240,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Lubuk Ulang Aling (Sumatra),,,,,No,No,,,m3,,,,,2006,5,6,2006,5,6,11,,,,,,,,78.85225551,,,,
2006-0479-IND,2006,479,,Technological,Technological,Miscellaneous accident,Collapse,,Reservoir,India,IND,Southern Asia,Asia,Kama (Rajasthan),,,,,No,No,,,,,,,,2006,8,26,2006,8,26,48,45,,,45,,,,78.85225551,,,,
2006-0657-IND,2006,657,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Bhagalpur (Bihar state),,,,,No,No,,,,,,,,2006,12,2,2006,12,2,33,18,,,18,,,,78.85225551,,,,
2007-0087-IDN,2007,87,EQ-2007-000033,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tanahdatar, Solok, Kota Solok, Padangpariaman, Kota Padangpanjang, Kota Payakumbuh, Kota Bukitinggi, Agam, Limapuluhkoto, Kota Pariaman districts (Sumatera Barat province)",,,,Yes,,,1900,6,Richter,-0.488,100.53,10:49,,2007,3,6,2007,3,6,67,826,136834,,137660,,5000,200000,81.10165893,2,,18202;18205;18207;18208;18215;73716;73743;73746;73819;73853,"Agam, Kota Bukitinggi, Kota Padangpanjang, Kota Pariaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Padangpariaman, Solok, Tanahdatar (Adm2)."
2007-0009-IND,2007,9,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Allahabad (Uttar Pradesh),,,,,No,No,,,,,,,,2007,1,10,2007,1,10,11,24,,,24,,,,81.10165893,,,,
2005-0575-PAK,2005,575,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Bisham Tehsil, Chakisar Tehsil areas (Shangla District district, North-West Frontier province), Palas Sub-Division area (Kohistan District district, North-West Frontier province), Abbottabad District, Mansehra District, Batagram District districts (North-West Frontier province), Gujranwala District, Gujrat District, Rawalpindi District districts (Punjab province), Islamabad District district (Islamabad province),",,,,Yes,,,,8,Richter,34.539,73.588,8:50,,2005,10,8,2005,10,8,73338,128309,,5000000,5128309,5200000,,5200000,76.38802721,2,,23638;23674;40329;40331;40340;40344;40348;40360;40361,"Abbottabad District, Batagram District, Gujranwala District, Gujrat District, Islamabad District, Kohistan District, Mansehra District, Rawalpindi District, Shangla District (Adm2)."
2006-0751-PAK,2006,751,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Pakistan,PAK,Southern Asia,Asia,North-West,,,,,No,No,,,,,,,,2006,8,6,2006,8,6,40,,,,,,,,78.85225551,,,,
2007-0440-IDN,2007,440,EQ-2007-000157,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu, Jambi, Riau, Sumatera Barat provinces",,Tsunami/Tidal wave,,Yes,,,,8,Richter,-4.438,101.367,18:00,,2007,9,12,2007,9,12,25,82,422685,36800,459567,,,500000,81.10165893,1,1514;1518;1535;73618,,"Bengkulu, Jambi, Riau, Sumatera Barat (Adm1)."
2007-0716-BGD,2007,716,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Bangladesh,BGD,Southern Asia,Asia,Kalapara (Patuakhali),,,,,No,No,,,,,,,,2007,11,24,2007,11,24,24,100,,,100,,,,81.10165893,,,,
2007-0217-CHN,2007,217,EQ-2007-000074,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Pu'er district (Yunnan Sheng province),,,,,,,,6,Richter,23.028,101.052,5:34,,2007,6,2,2007,6,2,3,329,,,329,,10000,342000,81.10165893,2,,13310,Pu'er (Adm2).
2007-0354-CHN,2007,354,,Technological,Technological,Industrial accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Fenghuang (Hunan province),,,,,No,No,,,m3,,,,,2007,8,13,2007,8,13,64,122,,,122,,,,81.10165893,,,,
2007-0550-CHN,2007,550,,Technological,Technological,Miscellaneous accident,Collapse,,House,China,CHN,Eastern Asia,Asia,Shanxi province,,,,,No,No,,,,,,,,2007,10,24,2007,10,24,12,,,,,,,,81.10165893,,,,
2007-0586-CHN,2007,586,,Technological,Technological,Industrial accident,Collapse,,Elevator,China,CHN,Eastern Asia,Asia,Wuxi,,,,,No,No,,,m3,,,,,2007,11,15,2007,11,15,10,6,,,6,,,,81.10165893,,,,
2007-0485-IDN,2007,485,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Situbondo district (Java Timur province),,,,,,,,5,Richter,-7.783,114.338,1:36,,2007,9,9,2007,9,9,,19,450,,469,,,,81.10165893,2,,18096,Situbondo (Adm2).
2007-0565-IDN,2007,565,EQ-2007-000218,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Sumbawa district (Nusatengarra Barat province),,,,,,,,7,Richter,-8.292,118.37,0:02,,2007,11,25,2007,11,25,3,1800,20000,,21800,,,,81.10165893,2,,73858,Sumbawa (Adm2).
2007-0626-IDN,2007,626,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Indonesia,IDN,South-Eastern Asia,Asia,Madiun district (Java province),,,,,No,No,,,,,,,,2007,12,26,2007,12,26,50,,,,,,,,81.10165893,,,,
2008-0192-CHN,2008,192,EQ-2008-000062,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Wenchuan Xian, Aba Xian areas (Ngawa Tibetan and Qiang district, Sichuan Sheng province), Chengdu Shi area (Chengdu district, Sichuan Sheng province), Deyang Shi, Mianzhu areas (Deyang district, Sichuan Sheng province), Beichuan Xian, Mianyang Shi areas (Mianyang district, Sichuan Sheng province), Gansu Sheng, Chongqing Shi, Guizhou Sheng, Hubei Sheng, Hunan Sheng, Henan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng provinces",,"Slide (land, mud, snow, rock)",,Yes,,,303274,8,Richter,31.002,103.322,14:28,,2008,5,12,2008,5,12,87476,366596,45610000,,45976596,,300000,85000000,84.21522909,1;2,900;902;905;909;911;912;920;923;929,13255;13259;13260;13270,"Chongqing Shi, Gansu Sheng, Guizhou Sheng, Henan Sheng, Hubei Sheng, Hunan Sheng, Shaanxi Sheng, Shanxi Sheng, Yunnan Sheng (Adm1). Chengdu, Deyang, Mianyang, Ngawa Tibetan and Qiang (Adm2)."
2008-0325-CHN,2008,325,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Qingchuan area (Guangyuan district, Sichuan Sheng province)",,,,,,,,6,Richter,32.756,105.494,17:49,,2008,8,5,2008,8,5,4,29,,13500,13529,,,,84.21522909,2,,13261,Guangyuan (Adm2).
2008-0355-CHN,2008,355,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,,,,,,6,Richter,25.039,97.697,,,2008,8,21,2008,8,21,6,160,,,160,,,,84.21522909,2,,13314,Dehong Dai and Jingpo (Adm2).
